,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,1
29,1
30,1
31,1
32,1
33,1
34,0
35,1
36,0
37,1
38,0
39,1
40,0
41,0
42,0
43,0
44,0
45,1
46,1
47,1
48,1
49,1
50,0
51,0
52,1
53,1
54,0
55,0
56,0
57,0
58,0
59,0
60,1
61,1
62,1
63,0
64,1
65,1
66,0
67,1
68,0
69,1
70,0
71,1
72,0
73,1
74,1
75,1
76,1
77,0
78,0
79,0
80,1
81,1
82,0
83,1
84,1
85,1
86,0
87,0
88,1
89,1
90,0
91,1
92,0
93,1
94,1
95,0
96,1
97,0
98,0
99,0
100,0
101,1
102,1
103,0
104,0
105,1
106,1
107,1
108,0
109,0
110,1
111,1
112,0
113,1
114,1
115,1
116,0
117,0
118,0
119,0
120,0
121,1
122,1
123,0
124,0
125,1
126,1
127,1
128,1
129,0
130,0
131,0
132,1
133,1
134,0
135,1
136,1
137,0
138,0
139,0
140,0
141,1
142,0
143,0
144,1
145,1
146,0
147,0
148,1
149,0
150,1
151,0
152,1
153,0
154,0
155,1
156,0
157,1
158,1
159,0
160,1
161,1
162,0
163,0
164,0
165,1
166,0
167,1
168,1
169,0
170,0
171,1
172,1
173,0
174,1
175,1
176,1
177,0
178,1
179,1
