,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,1
51,0
52,0
53,0
54,0
55,1
56,0
57,1
58,0
59,0
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,0
72,1
73,1
74,0
75,1
76,0
77,0
78,0
79,0
80,0
81,1
82,0
83,0
84,0
85,1
86,1
87,0
88,1
89,0
90,1
91,1
92,1
93,1
94,1
95,1
96,0
97,0
98,1
99,0
100,0
101,1
102,1
103,0
104,1
105,1
106,1
107,1
108,0
109,1
110,1
111,0
112,1
113,1
114,0
115,0
116,1
117,1
118,1
119,1
120,0
121,1
122,1
123,0
124,0
125,0
126,1
127,1
128,0
129,0
130,1
131,1
132,1
133,1
134,0
135,0
136,1
137,1
138,1
139,0
140,1
141,1
142,1
143,0
144,1
145,0
146,0
147,0
148,1
149,0
150,1
151,0
152,0
153,1
154,1
155,0
156,1
157,1
158,0
159,0
160,1
161,1
162,0
163,0
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,0
173,1
174,0
175,0
176,1
177,0
178,1
179,0
180,1
181,0
182,0
183,1
184,0
185,0
186,1
187,0
188,1
189,1
190,1
191,1
192,1
193,0
194,0
195,0
196,0
197,0
198,1
199,1
200,0
201,1
202,0
203,1
204,1
205,1
206,1
207,1
208,0
209,1
210,1
211,1
212,1
213,1
214,0
215,1
216,1
217,1
218,1
219,0
220,0
221,0
222,1
223,1
224,1
225,1
226,0
227,1
228,0
229,0
230,1
231,0
232,0
233,0
234,1
235,1
236,0
237,1
238,0
239,0
240,1
241,1
242,1
243,1
244,1
245,1
246,0
247,1
248,1
249,1
250,0
251,0
252,1
253,1
254,1
255,1
256,0
257,1
258,0
259,1
260,1
261,0
262,0
263,1
264,1
265,0
266,1
267,1
268,0
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,0
277,1
278,1
279,1
280,1
281,0
282,1
283,1
284,1
285,0
286,0
287,1
288,1
289,0
290,0
291,1
292,1
