,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,1
32,1
33,0
34,1
35,1
36,0
37,0
38,1
39,0
40,1
41,0
42,1
43,1
44,0
45,0
46,1
47,1
48,1
49,0
50,1
51,1
52,1
53,1
54,0
55,1
56,1
57,1
58,0
59,1
60,0
61,1
62,1
63,0
64,0
65,0
66,1
67,1
68,1
69,1
70,1
71,1
72,0
73,1
74,1
75,0
76,0
77,1
78,0
79,1
80,1
81,1
82,0
83,1
84,0
85,1
86,0
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,0
99,1
100,0
101,1
102,1
103,1
104,0
105,1
106,1
107,1
108,1
109,0
110,1
111,1
112,0
113,1
114,0
115,1
116,1
117,1
118,0
119,0
120,1
121,1
122,0
123,1
124,0
125,1
126,0
127,1
128,0
129,1
130,1
131,1
132,0
133,1
134,0
135,0
136,1
137,0
138,0
139,0
140,1
141,0
142,1
143,1
144,1
145,1
146,1
147,0
148,1
149,0
150,1
151,0
152,0
153,0
154,1
155,1
156,1
157,1
158,0
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,0
167,1
168,0
169,1
170,0
171,1
172,0
173,1
174,1
175,1
176,1
177,1
178,1
179,0
